fid,ID,AREA,BLOCK,BG,TRACT,COUNTY,MSA,POPULATION,MALE,FEMALE,AGE_0_5,AGE_5_9,AGE_10_14,AGE_15_19,AGE_20_24,AGE_25_34,AGE_35_44,AGE_45_54,AGE_55_59,AGE_60_64,AGE_65_74,AGE_75_84,AGE_85,MEDIAN_AGE,AGE_18,MALE_18,FEMALE_18,AGE_21,AGE_62,AGE_65,MALE_65,FEMALE_65,F1_RACE,WHITE,BLACK,AMINDIAN,ASIAN,HAWAIIAN,OTHER_RACE,F2_RACES,AP_WHITE,AP_BLACK,AP_AMINDIA,AP_ASIAN,AP_HAWAIIA,AP_OTHER,AP_HISPANI,NOT_HISPAN,NH_WHITE,IN_HOUSEHO,GROUP_QUAR,GQ_INSTITU,GQ_NONINST,HOUSEHOLDS,HH_FAMILY,HH_NONFAMI,AVG_HHSIZE,AVG_FAMSIZ,HSNG_UNITS,HU_OCCUPIE,HU_VACANT,OCCHU_OWNE,OCCHU_RENT,OWNER_SIZE,RENTER_SIZ,DENSITY,BURGLARY,ASSAULT,THEFT,BURG_D,ASSALT_D,THEFT_D,lon,lat
"210",707676,0.01,"390610037001006","390610037001","39061003700","39061","1640",2,2,0,0,0,0,0,0,0,0,1,1,0,0,0,0,54,2,2,0,2,0,0,0,0,2,2,0,0,0,0,0,0,2,0,0,0,0,0,0,2,2,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,225.9619,"0","0","9",0,0,1,-84.4836106439117,39.1259944477024
"211",707695,0.01,"390610037001007","390610037001","39061003700","39061","1640",43,25,18,2,1,0,2,5,9,6,10,0,1,3,3,1,38.5,40,24,16,37,8,7,4,3,43,14,29,0,0,0,0,0,14,29,0,0,0,0,0,43,14,32,11,0,11,24,2,22,1.33,4.5,47,24,23,3,21,1,1.38,4237.6286,"0","0","0",0,0,0,-84.4821539501203,39.1259792184879
"212",739464,0.01,"390610042001003","390610042001","39061004200","39061","1640",54,29,25,4,3,2,0,5,11,14,4,4,4,1,1,1,35.5,45,24,21,45,5,3,0,3,52,36,13,0,1,0,2,2,37,14,0,3,0,3,3,51,36,54,0,0,0,25,11,14,2.16,3.18,28,25,3,15,10,2.73,1.3,8973.4932,"0","0","0",0,0,0,-84.473995206744,39.1287847160278
"213",739483,0.01,"390610042002002","390610042002","39061004200","39061","1640",74,37,37,1,6,5,4,2,24,16,3,1,3,5,3,1,32.5,61,28,33,57,11,9,3,6,74,53,21,0,0,0,0,0,53,21,0,0,0,0,1,73,52,74,0,0,0,40,14,26,1.85,2.71,47,40,7,26,14,2.19,1.21,7073.2004,"0","0","1",0,0,1,-84.4730654218263,39.1257920357166
"214",739499,0.02,"390610041002006","390610041002","39061004100","39061","1640",36,14,22,2,2,0,0,3,3,2,5,3,3,5,4,4,57,32,12,20,31,16,13,5,8,36,11,25,0,0,0,0,0,11,25,0,0,0,0,0,36,11,29,7,7,0,16,5,11,1.81,3,17,16,1,8,8,2.13,1.5,1909.9236,"2","0","5",1,0,1,-84.4754917252921,39.1305351780782
"215",739521,0,"390610041002009","390610041002","39061004100","39061","1640",46,26,20,0,2,5,2,1,9,11,5,3,3,3,1,1,38,38,22,16,37,7,5,0,5,45,16,29,0,0,0,0,1,17,30,0,0,0,0,0,46,16,46,0,0,0,24,10,14,1.92,3,25,24,1,8,16,2.75,1.5,13802.0582,"1","0","1",1,0,1,-84.4738596674149,39.1300766667093
"216",739558,0,"390610041002007","390610041002","39061004100","39061","1640",68,39,29,3,2,6,9,11,12,9,6,1,2,3,4,0,27.3,51,29,22,46,8,7,3,4,68,23,45,0,0,0,0,0,23,45,0,0,0,0,0,68,23,68,0,0,0,28,11,17,2.43,3.45,34,28,6,11,17,2.27,2.53,15051.7324,"0","0","1",0,0,1,-84.473743000646,39.1310599997905
"217",739576,0.01,"390610041002008","390610041002","39061004100","39061","1640",66,36,30,4,1,0,7,4,15,13,12,1,4,2,2,1,37.5,58,34,24,54,7,5,2,3,66,53,10,0,0,0,3,0,53,10,0,0,0,3,3,63,53,66,0,0,0,29,16,13,2.28,2.81,34,29,5,16,13,2.56,1.92,7992.2978,"0","0","1",0,0,1,-84.4726560066058,39.1306260662376
"218",739629,0.01,"390610042001001","390610042001","39061004200","39061","1640",21,13,8,4,6,1,0,0,2,7,1,0,0,0,0,0,12.5,10,5,5,10,0,0,0,0,21,21,0,0,0,0,0,0,21,0,0,0,0,0,2,19,19,21,0,0,0,5,5,0,4.2,4.2,5,5,0,5,0,4.2,0,2240.4421,"0","0","0",0,0,0,-84.469769482518,39.1294209989729
"219",739648,0.02,"390610041001006","390610041001","39061004100","39061","1640",74,43,31,5,4,5,5,2,13,17,15,3,3,1,0,1,35.8,58,32,26,55,3,2,0,2,74,66,8,0,0,0,0,0,66,8,0,0,0,0,3,71,63,74,0,0,0,28,18,10,2.64,3.28,30,28,2,22,6,2.95,1.5,3442.461,"2","0","1",1,0,1,-84.4711948008074,39.1317665012683
"220",739669,0.03,"390610041001007","390610041001","39061004100","39061","1640",56,30,26,2,5,6,4,0,6,8,18,4,2,0,1,0,41,39,22,17,39,3,1,1,0,56,43,2,0,11,0,0,0,43,2,0,11,0,0,1,55,42,56,0,0,0,17,15,2,3.29,3.53,18,17,1,16,1,3.38,2,1977.1644,"0","0","1",0,0,1,-84.4694064123772,39.1317894177392
"221",739686,0.02,"390610041001008","390610041001","39061004100","39061","1640",45,24,21,5,4,3,5,0,2,10,14,0,0,1,0,1,37.5,28,14,14,28,2,2,1,1,45,45,0,0,0,0,0,0,45,0,0,0,0,0,0,45,45,45,0,0,0,15,14,1,3,3.14,16,15,1,15,0,3,0,2849.2641,"0","0","1",0,0,1,-84.4677133221427,39.1318193868958
"222",741823,0.02,"390610042002000","390610042002","39061004200","39061","1640",29,13,16,0,0,4,1,0,2,3,10,4,0,2,2,1,49.5,24,12,12,24,5,5,1,4,29,27,2,0,0,0,0,0,27,2,0,0,0,0,0,29,27,29,0,0,0,15,6,9,1.93,3,15,15,0,11,4,2.09,1.5,1331.6139,"0","0","0",0,0,0,-84.4668500670922,39.1256336052827
"223",741843,0.15,"390610042001000","390610042001","39061004200","39061","1640",265,142,123,10,12,17,17,12,49,38,48,19,14,18,9,2,39.5,211,110,101,205,36,29,18,11,256,239,15,0,2,0,0,9,248,19,3,8,0,0,10,255,229,265,0,0,0,127,57,70,2.09,3,132,127,5,86,41,2.33,1.59,1775.9725,"0","0","7",0,0,1,-84.4674347511826,39.1283405760276
"224",741889,0,"390610042001002","390610042001","39061004200","39061","1640",10,8,2,0,0,0,0,0,2,0,2,3,1,1,1,0,56,10,8,2,10,2,2,2,0,10,10,0,0,0,0,0,0,10,0,0,0,0,0,0,10,10,10,0,0,0,5,2,3,2,2,5,5,0,4,1,2.25,1,11740.6935,"0","0","0",0,0,0,-84.4652086663125,39.1286933335117
"225",741903,0.07,"390610041001004","390610041001","39061004100","39061","1640",360,125,235,14,13,12,10,16,37,39,27,29,9,14,48,92,56.6,315,107,208,308,158,154,29,125,357,227,130,0,0,0,0,3,230,131,1,0,0,1,3,357,226,225,135,135,0,100,58,42,2.25,3,107,100,7,64,36,2.36,2.06,4934.9491,"1","0","2",1,0,1,-84.4650813802437,39.133070614179
"226",681301,0,"390610026001003","390610026001","39061002600","39061","1640",84,42,42,0,0,2,13,48,6,3,9,2,0,1,0,0,22,81,40,41,56,1,1,1,0,77,68,6,0,3,0,0,7,71,10,1,4,0,5,0,84,68,84,0,0,0,28,6,22,3,2.83,38,28,10,8,20,2,3.4,18746.3134,"1","2","1",1,1,1,-84.5249924865175,39.1290024224663
"227",681354,0.02,"390610026001001","390610026001","39061002600","39061","1640",31,20,11,0,0,0,1,6,15,2,4,2,1,0,0,0,28.5,31,20,11,30,1,0,0,0,29,23,5,0,1,0,0,2,25,6,1,1,0,0,2,29,21,26,5,0,5,19,2,17,1.37,2,21,19,2,1,18,2,1.33,1320.3592,"1","3","7",1,1,1,-84.5224581188388,39.1286216220538
"228",681381,0,"390610026001002","390610026001","39061002600","39061","1640",57,27,30,0,0,1,16,28,7,1,3,0,0,1,0,0,21.2,53,26,27,29,1,1,0,1,56,47,2,0,4,0,3,1,48,2,0,5,0,3,3,54,47,57,0,0,0,30,3,27,1.9,3,33,30,3,4,26,2,1.88,18657.0486,"1","0","6",1,0,1,-84.5241627891662,39.1291127265987
"229",681399,0.02,"390610029002005","390610029002","39061002900","39061","1640",243,137,106,0,0,0,34,165,36,4,3,0,1,0,0,0,21.8,242,137,105,167,1,0,0,0,241,215,5,1,19,0,1,2,217,5,1,20,0,2,1,242,215,139,104,0,104,83,7,76,1.67,2.14,92,83,9,2,81,3,1.64,12051.1059,"1","2","10",1,1,1,-84.5212542811206,39.1311313714222
"230",681421,0.01,"390610029002004","390610029002","39061002900","39061","1640",93,64,29,1,2,0,11,54,13,7,2,1,0,1,1,0,22.2,90,61,29,61,2,2,0,2,92,86,1,0,4,0,1,1,87,1,0,4,1,1,2,91,85,72,21,0,21,32,6,26,2.25,2.5,34,32,2,3,29,2,2.28,18196.4629,"0","0","0",0,0,0,-84.5224368360029,39.1323339059555
"231",681479,0,"390610026001000","390610026001","39061002600","39061","1640",99,48,51,2,0,1,17,47,20,4,3,1,1,3,0,0,22.7,96,47,49,72,4,3,1,2,94,80,6,0,5,0,3,5,85,7,1,6,0,5,4,95,79,99,0,0,0,48,8,40,2.06,2.25,54,48,6,0,48,0,2.06,23450.2351,"0","5","9",0,1,1,-84.5198434157883,39.1279570771432
"232",681536,0,"390610025001008","390610025001","39061002500","39061","1640",16,11,5,0,0,0,1,10,1,3,1,0,0,0,0,0,22.3,16,11,5,14,0,0,0,0,16,15,1,0,0,0,0,0,15,1,0,0,0,0,0,16,15,16,0,0,0,10,0,10,1.6,0,14,10,4,0,10,0,1.6,7200.8426,"1","0","2",1,0,1,-84.5185706670541,39.1278533334355
"233",681572,0.01,"390610030003006","390610030003","39061003000","39061","1640",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0","0","1",0,0,1,-84.5200791715072,39.1308593843282
"234",681590,0,"390610030003005","390610030003","39061003000","39061","1640",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0","0","0",0,0,0,-84.5201360641016,39.1330473016772
"235",681607,0.01,"390610030003008","390610030003","39061003000","39061","1640",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0","0","0",0,0,0,-84.5183828469977,39.1293984946654
"236",681624,0.03,"390610030003007","390610030003","39061003000","39061","1640",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0","0","0",0,0,0,-84.518551051316,39.1305517094341
"237",681644,0.02,"390610029001007","390610029001","39061002900","39061","1640",361,218,143,7,3,1,25,144,114,22,19,7,3,10,6,0,25,349,215,134,299,18,16,9,7,353,259,5,0,85,0,4,8,266,7,3,87,1,9,3,358,258,337,24,0,24,180,47,133,1.87,2.45,193,180,13,29,151,2.17,1.81,15091.6364,"1","0","5",1,0,1,-84.5234523685,39.1348707053361
"238",681670,0.01,"390610029002003","390610029002","39061002900","39061","1640",144,107,37,1,0,0,10,106,21,3,0,1,1,1,0,0,22.4,143,107,36,104,2,1,0,1,143,121,1,0,19,0,2,1,122,2,0,19,0,2,3,141,120,108,36,0,36,47,6,41,2.3,2.83,59,47,12,1,46,2,2.3,26099.3015,"0","1","5",0,1,1,-84.5223507123152,39.1336360617005
"239",681687,0,"390610029002002","390610029002","39061002900","39061","1640",67,49,18,0,0,0,16,44,3,0,2,1,0,1,0,0,21,66,48,18,34,1,1,0,1,67,65,2,0,0,0,0,0,65,2,0,0,0,0,0,67,65,42,25,0,25,15,1,14,2.8,3,15,15,0,1,14,1,2.93,15098.8449,"0","0","0",0,0,0,-84.5213483801352,39.1335851689755
"240",681742,0,"390610029002000","390610029002","39061002900","39061","1640",66,6,60,0,0,0,8,55,1,0,0,0,0,1,1,0,20.9,66,6,60,30,2,2,0,2,65,63,0,0,2,0,0,1,64,0,0,3,0,0,0,66,63,5,61,0,61,3,0,3,1.67,0,3,3,0,2,1,1,3,20452.4733,"0","1","0",0,1,0,-84.520596757944,39.13355978134
"241",681763,0,"390610029002001","390610029002","39061002900","39061","1640",18,1,17,0,0,0,4,14,0,0,0,0,0,0,0,0,21,18,1,17,9,0,0,0,0,18,17,1,0,0,0,0,0,17,1,0,0,0,0,0,18,17,0,18,0,18,0,0,0,0,0,0,0,0,0,0,0,0,38887.7429,"0","1","0",0,1,0,-84.5204106672071,39.1332933334478
"242",681778,0.01,"390610030003004","390610030003","39061003000","39061","1640",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0","0","1",0,0,1,-84.5189640354032,39.1343863741427
"243",681797,0.05,"390610030003003","390610030003","39061003000","39061","1640",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0","1","0",0,1,0,-84.5172855738687,39.1334471248514
"244",701090,0,"390610021001003","390610021001","39061002100","39061","1640",23,14,9,4,3,4,2,2,2,3,2,0,1,0,0,0,16.5,10,5,5,9,1,0,0,0,23,1,22,0,0,0,0,0,1,22,0,0,0,0,0,23,1,23,0,0,0,6,4,2,3.83,4.25,7,6,1,0,6,0,3.83,15526.3239,"0","3","0",0,1,0,-84.4935363337478,39.1255666671366
"245",701109,0,"390610035002010","390610035002","39061003500","39061","1640",37,10,27,2,3,5,7,1,1,3,6,2,3,4,0,0,31.5,23,6,17,20,5,4,0,4,37,0,37,0,0,0,0,0,0,37,0,0,0,0,0,37,0,37,0,0,0,17,7,10,2.18,3.86,20,17,3,4,13,3,1.92,12110.4163,"0","0","0",0,0,0,-84.4939185562619,39.1268977768502
"246",701127,0,"390610021001009","390610021001","39061002100","39061","1640",20,9,11,0,5,7,1,0,2,4,1,0,0,0,0,0,14,7,2,5,7,0,0,0,0,20,0,20,0,0,0,0,0,0,20,0,0,0,0,0,20,0,20,0,0,0,5,5,0,4,4,8,5,3,4,1,3.5,6,11740.0923,"0","1","0",0,1,0,-84.4923429997179,39.125160002179
"247",701144,0.01,"390610035002008","390610035002","39061003500","39061","1640",88,39,49,11,14,12,6,1,9,12,7,4,6,3,3,0,24,46,20,26,45,11,6,2,4,82,0,82,0,0,0,0,6,6,88,0,0,0,0,1,87,0,88,0,0,0,28,19,9,3.14,3.68,33,28,5,8,20,2.38,3.45,11792.7438,"0","3","0",0,1,0,-84.4929564834224,39.1265991212006
"248",701164,0.01,"390610035002006","390610035002","39061003500","39061","1640",100,48,52,8,8,11,6,4,22,10,19,3,1,5,3,0,31.4,70,35,35,66,8,8,2,6,100,11,89,0,0,0,0,0,11,89,0,0,0,0,0,100,11,100,0,0,0,43,25,18,2.33,3,49,43,6,16,27,2.44,2.26,10507.1558,"0","0","0",0,0,0,-84.4940885274369,39.1283956655602
"249",701184,0.01,"390610035002007","390610035002","39061003500","39061","1640",153,71,82,14,17,18,20,6,8,29,17,1,5,10,5,3,26.5,94,39,55,83,18,18,6,12,150,0,146,0,0,0,4,3,2,149,0,1,0,4,0,153,0,153,0,0,0,57,32,25,2.68,3.56,61,57,4,13,44,2.46,2.75,18951.907,"1","2","1",1,1,1,-84.4927966714865,39.1282853035677
"250",701201,0.01,"390610035002003","390610035002","39061003500","39061","1640",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0","0","1",0,0,1,-84.4944369495918,39.1306872653711
"251",701221,0.02,"390610034001011","390610034001","39061003400","39061","1640",20,14,6,1,1,1,0,0,4,4,6,3,0,0,0,0,39,17,12,5,17,0,0,0,0,20,0,18,0,0,0,2,0,0,18,0,0,0,2,0,20,0,20,0,0,0,9,2,7,2.22,3.5,10,9,1,1,8,1,2.38,1162.7336,"0","1","3",0,1,1,-84.4953031796688,39.1311386420677
"252",701243,0,"390610035002001","390610035002","39061003500","39061","1640",8,3,5,2,3,1,0,0,1,0,0,1,0,0,0,0,8,2,0,2,2,0,0,0,0,8,0,8,0,0,0,0,0,0,8,0,0,0,0,0,8,0,8,0,0,0,2,2,0,4,4,3,2,1,0,2,0,4,2400.4034,"0","0","0",0,0,0,-84.493843007481,39.1305600017764
"253",701260,0.02,"390610035002000","390610035002","39061003500","39061","1640",54,15,39,9,7,5,7,10,7,3,6,0,0,0,0,0,19.5,32,7,25,19,0,0,0,0,54,0,54,0,0,0,0,0,0,54,0,0,0,0,0,54,0,54,0,0,0,25,19,6,2.16,2.26,27,25,2,0,25,0,2.16,3226.1536,"0","5","3",0,1,1,-84.4928306219263,39.130452838327
"254",701281,0,"390610035002002","390610035002","39061003500","39061","1640",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0","0","1",0,0,1,-84.4933535276846,39.131716139445
"255",701300,0.01,"390610034002004","390610034002","39061003400","39061","1640",68,36,32,3,5,6,1,3,18,16,8,1,0,6,1,0,33.8,53,27,26,53,7,7,7,0,68,6,60,1,0,0,1,0,6,60,1,0,0,1,1,67,6,63,5,5,0,37,13,24,1.7,2.62,43,37,6,0,37,0,1.7,4672.8118,"1","4","13",1,1,1,-84.5002823017683,39.133705697537
"256",701323,0.03,"390610034002001","390610034002","39061003400","39061","1640",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0","0","1",0,0,1,-84.4996934496001,39.1365355545708
"257",701347,0.02,"390610034002003","390610034002","39061003400","39061","1640",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0","6","9",0,1,1,-84.4982070328171,39.1336120896052
"258",701373,0.01,"390610034001009","390610034001","39061003400","39061","1640",17,9,8,3,0,0,1,3,1,3,3,0,0,1,2,0,38.5,13,7,6,13,3,3,2,1,17,0,17,0,0,0,0,0,0,17,0,0,0,0,0,17,0,17,0,0,0,8,4,4,2.13,3,8,8,0,1,7,4,1.86,3255.9625,"1","1","2",1,1,1,-84.4965394558734,39.1334826920749
"259",701390,0.02,"390610034002002","390610034002","39061003400","39061","1640",50,32,18,2,2,7,2,1,3,14,13,1,0,2,3,0,41,37,21,16,36,5,5,2,3,50,0,50,0,0,0,0,0,0,50,0,0,0,0,0,50,0,50,0,0,0,21,12,9,2.38,3.17,26,21,5,7,14,3.43,1.86,2352.8122,"0","0","1",0,0,1,-84.4975438344311,39.1360114045143
"260",701413,0.01,"390610067002002","390610067002","39061006700","39061","1640",37,18,19,1,0,2,3,6,8,7,3,1,3,3,0,0,34.3,33,17,16,31,6,3,1,2,37,10,24,0,3,0,0,0,10,24,0,3,0,0,0,37,10,37,0,0,0,23,9,14,1.61,2.44,24,23,1,4,19,2.5,1.42,3895.8118,"0","0","1",0,0,1,-84.4994328638741,39.1388327131273
"261",701432,0.01,"390610067002001","390610067002","39061006700","39061","1640",124,52,72,9,28,17,10,5,12,17,10,0,1,12,3,0,17,60,23,37,60,16,15,5,10,123,0,120,0,3,0,0,1,1,121,0,3,0,0,4,120,0,124,0,0,0,35,31,4,3.54,3.77,43,35,8,12,23,2.83,3.91,12519.5291,"0","1","2",0,1,1,-84.4994088577114,39.1400280404408
"262",701450,0.01,"390610067003007","390610067003","39061006700","39061","1640",99,47,52,4,11,15,3,6,15,19,14,2,0,6,4,0,30.7,67,34,33,64,10,10,6,4,99,2,94,2,1,0,0,0,2,94,2,1,0,0,0,99,2,99,0,0,0,45,23,22,2.2,3.13,62,45,17,4,41,2.75,2.15,16353.6988,"0","0","1",0,0,1,-84.4992457529665,39.1410661188767
"263",701470,0,"390610067002003","390610067002","39061006700","39061","1640",48,20,28,2,5,7,3,5,4,5,8,1,0,6,1,1,30.5,32,13,19,30,8,8,4,4,46,0,46,0,0,0,0,2,0,48,1,1,0,0,0,48,0,48,0,0,0,24,9,15,2,3.56,38,24,14,8,16,1.63,2.19,9971.922,"0","1","1",0,1,1,-84.4974694102729,39.1384569260772
"264",701488,0.01,"390610034002000","390610034002","39061003400","39061","1640",59,31,28,2,3,9,4,4,5,5,12,2,3,6,2,2,38.5,42,19,23,38,12,10,3,7,54,1,52,0,1,0,0,5,1,57,5,1,0,0,1,58,1,59,0,0,0,28,11,17,2.11,3.36,33,28,5,4,24,5,1.63,7551.7359,"1","0","1",1,0,1,-84.4971011362078,39.1377073982134
"265",701506,0.01,"390610067004006","390610067004","39061006700","39061","1640",201,89,112,24,21,5,16,23,16,33,24,10,9,15,5,0,29.8,144,68,76,125,26,20,6,14,201,3,197,0,1,0,0,0,3,197,0,1,0,0,0,201,3,201,0,0,0,99,44,55,2.03,3.25,113,99,14,15,84,3,1.86,17071.3195,"3","2","2",1,1,1,-84.4974752863826,39.1412440635533
"266",701526,0.01,"390610034001008","390610034001","39061003400","39061","1640",69,39,30,5,8,4,3,1,13,13,13,1,3,5,0,0,36.5,51,32,19,49,8,5,4,1,67,0,67,0,0,0,0,2,1,69,1,0,0,0,0,69,0,69,0,0,0,36,13,23,1.92,3.15,46,36,10,3,33,3.33,1.79,7394.32,"1","3","1",1,1,1,-84.495443002107,39.133459997715
"267",701545,0,"390610034001003","390610034001","39061003400","39061","1640",58,24,34,7,5,9,6,2,4,8,5,2,0,7,2,1,25,32,14,18,31,10,10,4,6,58,2,56,0,0,0,0,0,2,56,0,0,0,0,0,58,2,58,0,0,0,18,12,6,3.22,4.17,21,18,3,6,12,3.17,3.25,13544.9492,"0","1","0",0,1,0,-84.49622320139,39.1351179368718
"268",701563,0,"390610034001004","390610034001","39061003400","39061","1640",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0","2","1",0,1,1,-84.4953165887278,39.1344308575137
"269",701585,0,"390610034001002","390610034001","39061003400","39061","1640",60,29,31,2,5,10,9,1,5,10,8,0,0,4,5,1,32.5,37,15,22,34,10,10,2,8,59,0,59,0,0,0,0,1,1,59,0,0,1,1,1,59,0,60,0,0,0,25,14,11,2.4,3.29,27,25,2,9,16,2.22,2.5,17330.8057,"0","0","0",0,0,0,-84.4952704578061,39.1350766929066
"270",701604,0.02,"390610034001001","390610034001","39061003400","39061","1640",128,48,80,6,8,12,13,11,14,15,21,5,5,8,6,4,36.5,93,34,59,87,21,18,7,11,125,2,123,0,0,0,0,3,4,126,3,0,0,0,0,128,2,128,0,0,0,59,30,29,2.17,3.07,74,59,15,19,40,2.53,2,7107.1126,"2","4","3",1,1,1,-84.4948394894352,39.1358650898882
"271",701626,0.01,"390610034001005","390610034001","39061003400","39061","1640",16,9,7,0,0,1,4,0,3,0,5,2,0,0,1,0,39,13,7,6,11,1,1,0,1,16,0,16,0,0,0,0,0,0,16,0,0,0,0,0,16,0,16,0,0,0,6,4,2,2.67,3.5,8,6,2,5,1,2.8,2,1738.7833,"0","1","0",0,1,0,-84.4940499813858,39.1334955440772
"272",701646,0.01,"390610036002005","390610036002","39061003600","39061","1640",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0","0","0",0,0,0,-84.4930674016079,39.1332590655871
"273",701665,0.01,"390610034001006","390610034001","39061003400","39061","1640",56,20,36,4,6,3,7,4,7,9,7,2,4,2,0,1,28.3,40,16,24,35,7,3,1,2,56,0,56,0,0,0,0,0,0,56,0,0,0,0,0,56,0,56,0,0,0,26,16,10,2.15,2.81,35,26,9,2,24,2.5,2.13,5326.181,"0","0","0",0,0,0,-84.4930096097081,39.1357236907409
"274",701685,0,"390610067002004","390610067002","39061006700","39061","1640",39,18,21,3,3,5,1,3,6,6,2,3,0,5,1,1,34.3,27,13,14,26,7,7,3,4,38,0,37,0,0,0,1,1,0,38,0,0,0,2,0,39,0,39,0,0,0,17,9,8,2.29,3.33,22,17,5,6,11,3.67,1.55,11703.1123,"0","3","1",0,1,1,-84.4958783702437,39.1383581496057
"275",701704,0.02,"390610067002000","390610067002","39061006700","39061","1640",279,134,145,16,24,21,17,14,31,58,40,12,10,25,11,0,38.2,206,101,105,196,40,36,15,21,279,14,264,1,0,0,0,0,14,264,1,0,0,0,2,277,13,274,5,0,5,120,59,61,2.28,3.1,139,120,19,30,90,2.8,2.11,13219.4943,"1","3","4",1,1,1,-84.4962452773085,39.1394515282076
"276",666949,0,"390610018002002","390610018002","39061001800","39061","1640",37,19,18,3,3,4,1,2,4,7,4,3,0,3,1,2,35.8,26,13,13,26,6,6,2,4,36,2,33,1,0,0,0,1,3,33,2,0,0,0,0,37,2,37,0,0,0,19,6,13,1.95,4,20,19,1,8,11,3.25,1,11683.7506,"0","0","0",0,0,0,-84.5066026497848,39.1169863159096
"277",666966,0,"390610018003001","390610018003","39061001800","39061","1640",42,17,25,0,0,3,5,1,4,4,12,1,1,6,4,1,49.3,34,14,20,34,12,11,3,8,42,1,38,0,0,0,3,0,1,38,0,0,0,3,0,42,1,42,0,0,0,18,9,9,2.33,2.33,19,18,1,12,6,2,3,12886.0003,"1","0","0",1,0,0,-84.505336182196,39.1176819710512
"278",666984,0.01,"390610018003000","390610018003","39061001800","39061","1640",53,28,25,0,4,4,0,0,7,10,10,4,2,4,5,3,46.5,45,23,22,45,14,12,3,9,53,1,52,0,0,0,0,0,1,52,0,0,0,0,0,53,1,53,0,0,0,27,12,15,1.96,2.75,31,27,4,11,16,1.73,2.13,6504.3475,"0","0","1",0,0,1,-84.5048248179748,39.1168993980917
"279",667002,0.04,"390610022002003","390610022002","39061002200","39061","1640",324,153,171,17,24,24,22,22,57,53,47,12,8,19,14,5,34.3,246,115,131,234,43,38,12,26,313,25,283,1,3,0,1,11,29,292,6,3,0,5,3,321,25,324,0,0,0,147,75,72,2.2,3.05,207,147,60,47,100,2.77,1.94,7480.1601,"3","7","5",1,1,1,-84.5055941413214,39.1198251945375
