fid,primaryindex,TOP2,TOP3,TOP4,NXTOP2,NXTOP3,NXTOP4,N2XTOP2,N2XTOP3,N2XTOP4,LONGITUDE,LATITUDE,OBS,YIELD,N,N2,TOPO,BV,BV2,NXBV,BVXT2,BVXT3,BVXT4,BV2XT2,BV2XT3,BV2XT4,SAT,SAT2,NXSAT,SATXT2,SATXT3,SATXT4,SAT2XT2,SAT2XT3,SAT2XT4
"1427","1427","-1","-1","-1","-106","-106","-106","-11236","-11236","-11236",-63.84242754,-33.05136422,"1427",80.62,106,11236,"1",167.33,27999.3289,17736.98,-167.33,-167.33,-167.33,-27999.329,-27999.329,-27999.329,2.12,4.49,224.72,-2.12,-2.12,-2.12,-4.49,-4.49,-4.49
"1428","1428","-1","-1","-1","-106","-106","-106","-11236","-11236","-11236",-63.84235669,-33.05137632,"1428",77.62,106,11236,"1",168.45,28375.4025,17855.7,-168.45,-168.45,-168.45,-28375.403,-28375.403,-28375.403,2.12,4.49,224.72,-2.12,-2.12,-2.12,-4.49,-4.49,-4.49
"1429","1429","-1","-1","-1","-106","-106","-106","-11236","-11236","-11236",-63.84228583,-33.05138841,"1429",87.54,106,11236,"1",171.31,29347.1161,18158.86,-171.31,-171.31,-171.31,-29347.116,-29347.116,-29347.116,2.12,4.49,224.72,-2.12,-2.12,-2.12,-4.49,-4.49,-4.49
"1430","1430","-1","-1","-1","-106","-106","-106","-11236","-11236","-11236",-63.84221498,-33.05140051,"1430",80.25,106,11236,"1",166.29,27652.3641,17626.74,-166.29,-166.29,-166.29,-27652.364,-27652.364,-27652.364,2.16,4.67,228.96,-2.16,-2.16,-2.16,-4.67,-4.67,-4.67
"1431","1431","-1","-1","-1","-106","-106","-106","-11236","-11236","-11236",-63.84214413,-33.05141261,"1431",75.72,106,11236,"1",170.59,29100.9481,18082.54,-170.59,-170.59,-170.59,-29100.948,-29100.948,-29100.948,2.2,4.84,233.2,-2.2,-2.2,-2.2,-4.84,-4.84,-4.84
"1432","1432","-1","-1","-1","-106","-106","-106","-11236","-11236","-11236",-63.84207327,-33.0514247,"1432",75.81,106,11236,"1",169.16,28615.1056,17930.96,-169.16,-169.16,-169.16,-28615.106,-28615.106,-28615.106,2.2,4.84,233.2,-2.2,-2.2,-2.2,-4.84,-4.84,-4.84
"1433","1433","-1","-1","-1","-106","-106","-106","-11236","-11236","-11236",-63.84200242,-33.0514368,"1433",75.15,106,11236,"1",169.47,28720.0809,17963.82,-169.47,-169.47,-169.47,-28720.081,-28720.081,-28720.081,2.2,4.84,233.2,-2.2,-2.2,-2.2,-4.84,-4.84,-4.84
"1434","1434","-1","-1","-1","-106","-106","-106","-11236","-11236","-11236",-63.84193157,-33.05144889,"1434",78.42,106,11236,"1",168.02,28230.7204,17810.12,-168.02,-168.02,-168.02,-28230.72,-28230.72,-28230.72,2.2,4.84,233.2,-2.2,-2.2,-2.2,-4.84,-4.84,-4.84
"1435","1435","-1","-1","-1","-106","-106","-106","-11236","-11236","-11236",-63.84186072,-33.05146099,"1435",80.33,106,11236,"1",168.27,28314.7929,17836.62,-168.27,-168.27,-168.27,-28314.793,-28314.793,-28314.793,2.19,4.8,232.14,-2.19,-2.19,-2.19,-4.8,-4.8,-4.8
"1436","1436","0","0","1","0","0","0","0","0","0",-63.84864814,-33.05023997,"1436",76.16,0,0,"4",176.3,31081.69,0,0,0,176.3,0,0,31081.69,2.22,4.93,0,0,0,2.22,0,0,4.93
"1437","1437","0","0","1","0","0","0","0","0","0",-63.84857729,-33.05025207,"1437",73.17,0,0,"4",171.68,29474.0224,0,0,0,171.68,0,0,29474.022,2.21,4.88,0,0,0,2.21,0,0,4.88
"1438","1438","0","0","1","0","0","0","0","0","0",-63.84850644,-33.05026417,"1438",71.3,0,0,"4",169.25,28645.5625,0,0,0,169.25,0,0,28645.563,2.21,4.88,0,0,0,2.21,0,0,4.88
"1439","1439","0","0","1","0","0","0","0","0","0",-63.84843559,-33.05027627,"1439",69.99,0,0,"4",170.08,28927.2064,0,0,0,170.08,0,0,28927.206,2.21,4.88,0,0,0,2.21,0,0,4.88
"1440","1440","0","0","1","0","0","0","0","0","0",-63.84836474,-33.05028837,"1440",70.15,0,0,"4",171.09,29271.7881,0,0,0,171.09,0,0,29271.788,2.21,4.88,0,0,0,2.21,0,0,4.88
"1441","1441","0","0","1","0","0","0","0","0","0",-63.84829389,-33.05030047,"1441",64.7,0,0,"4",172,29584,0,0,0,172,0,0,29584,2.21,4.88,0,0,0,2.21,0,0,4.88
"1442","1442","0","0","1","0","0","0","0","0","0",-63.84822303,-33.05031256,"1442",63.07,0,0,"4",168.07,28247.5249,0,0,0,168.07,0,0,28247.525,2.21,4.88,0,0,0,2.21,0,0,4.88
"1443","1443","0","0","1","0","0","0","0","0","0",-63.84815218,-33.05032466,"1443",63.91,0,0,"4",170.97,29230.7409,0,0,0,170.97,0,0,29230.741,2.21,4.88,0,0,0,2.21,0,0,4.88
"1444","1444","0","0","1","0","0","0","0","0","0",-63.84808133,-33.05033676,"1444",65.06,0,0,"4",173.33,30043.2889,0,0,0,173.33,0,0,30043.289,2.21,4.88,0,0,0,2.21,0,0,4.88
"1445","1445","0","0","1","0","0","0","0","0","0",-63.84801048,-33.05034886,"1445",60.53,0,0,"4",174.17,30335.1889,0,0,0,174.17,0,0,30335.189,2.21,4.88,0,0,0,2.21,0,0,4.88
"1446","1446","0","0","1","0","0","0","0","0","0",-63.84793963,-33.05036096,"1446",61.04,0,0,"4",175.97,30965.4409,0,0,0,175.97,0,0,30965.441,2.21,4.88,0,0,0,2.21,0,0,4.88
"1447","1447","0","0","1","0","0","0","0","0","0",-63.84786878,-33.05037306,"1447",56.17,0,0,"4",177.2,31399.84,0,0,0,177.2,0,0,31399.84,2.21,4.88,0,0,0,2.21,0,0,4.88
"1448","1448","0","0","1","0","0","0","0","0","0",-63.84779793,-33.05038516,"1448",59.05,0,0,"4",173.76,30192.5376,0,0,0,173.76,0,0,30192.538,2.21,4.88,0,0,0,2.21,0,0,4.88
"1449","1449","0","0","1","0","0","0","0","0","0",-63.84772708,-33.05039726,"1449",63.3,0,0,"4",174.19,30342.1561,0,0,0,174.19,0,0,30342.156,2.21,4.88,0,0,0,2.21,0,0,4.88
"1450","1450","0","0","1","0","0","0","0","0","0",-63.84765623,-33.05040936,"1450",60.35,0,0,"4",174.61,30488.6521,0,0,0,174.61,0,0,30488.652,2.21,4.88,0,0,0,2.21,0,0,4.88
"1451","1451","0","0","1","0","0","0","0","0","0",-63.84758537,-33.05042145,"1451",59.7,0,0,"4",178.02,31691.1204,0,0,0,178.02,0,0,31691.12,2.21,4.88,0,0,0,2.21,0,0,4.88
"1452","1452","0","0","1","0","0","0","0","0","0",-63.84751452,-33.05043355,"1452",63.58,0,0,"4",177.84,31627.0656,0,0,0,177.84,0,0,31627.066,2.21,4.88,0,0,0,2.21,0,0,4.88
"1453","1453","0","0","1","0","0","0","0","0","0",-63.84744367,-33.05044565,"1453",63.06,0,0,"4",176.83,31268.8489,0,0,0,176.83,0,0,31268.849,2.15,4.62,0,0,0,2.15,0,0,4.62
"1454","1454","0","0","1","0","0","0","0","0","0",-63.84737282,-33.05045775,"1454",58.73,0,0,"4",175.03,30635.5009,0,0,0,175.03,0,0,30635.501,2.15,4.62,0,0,0,2.15,0,0,4.62
"1455","1455","0","0","1","0","0","0","0","0","0",-63.84730197,-33.05046985,"1455",60.95,0,0,"4",180.57,32605.5249,0,0,0,180.57,0,0,32605.525,2.15,4.62,0,0,0,2.15,0,0,4.62
"1456","1456","0","0","1","0","0","0","0","0","0",-63.84723112,-33.05048195,"1456",57.95,0,0,"4",177.34,31449.4756,0,0,0,177.34,0,0,31449.476,2.15,4.62,0,0,0,2.15,0,0,4.62
"1457","1457","0","0","1","0","0","0","0","0","0",-63.84716027,-33.05049405,"1457",56.82,0,0,"4",176.77,31247.6329,0,0,0,176.77,0,0,31247.633,2.16,4.67,0,0,0,2.16,0,0,4.67
"1458","1458","0","0","1","0","0","0","0","0","0",-63.84708941,-33.05050614,"1458",52.5,0,0,"4",178.12,31726.7344,0,0,0,178.12,0,0,31726.734,2.16,4.67,0,0,0,2.16,0,0,4.67
"1459","1459","0","0","1","0","0","0","0","0","0",-63.84701856,-33.05051824,"1459",54.04,0,0,"4",178.95,32023.1025,0,0,0,178.95,0,0,32023.103,2.16,4.67,0,0,0,2.16,0,0,4.67
"1460","1460","0","0","1","0","0","0","0","0","0",-63.84694771,-33.05053034,"1460",52.92,0,0,"4",178.95,32023.1025,0,0,0,178.95,0,0,32023.103,2.16,4.67,0,0,0,2.16,0,0,4.67
"1461","1461","0","0","1","0","0","0","0","0","0",-63.84687686,-33.05054244,"1461",54,0,0,"4",177.33,31445.9289,0,0,0,177.33,0,0,31445.929,2.19,4.8,0,0,0,2.19,0,0,4.8
"1462","1462","0","0","1","0","0","0","0","0","0",-63.84680601,-33.05055454,"1462",56.69,0,0,"4",177.25,31417.5625,0,0,0,177.25,0,0,31417.563,2.19,4.8,0,0,0,2.19,0,0,4.8
"1463","1463","0","0","1","0","0","0","0","0","0",-63.84673516,-33.05056664,"1463",52.56,0,0,"4",178.8,31969.44,0,0,0,178.8,0,0,31969.44,2.18,4.75,0,0,0,2.18,0,0,4.75
"1464","1464","0","0","1","0","0","0","0","0","0",-63.84666431,-33.05057873,"1464",50.81,0,0,"4",180.52,32587.4704,0,0,0,180.52,0,0,32587.47,2.18,4.75,0,0,0,2.18,0,0,4.75
"1465","1465","0","1","0","0","0","0","0","0","0",-63.84659345,-33.05059083,"1465",52.56,0,0,"3",176.68,31215.8224,0,0,176.68,0,0,31215.822,0,2.18,4.75,0,0,2.18,0,0,4.75,0
"1466","1466","0","1","0","0","0","0","0","0","0",-63.8465226,-33.05060293,"1466",49.16,0,0,"3",168.29,28321.5241,0,0,168.29,0,0,28321.524,0,2.18,4.75,0,0,2.18,0,0,4.75,0
"1467","1467","0","1","0","0","0","0","0","0","0",-63.84645175,-33.05061503,"1467",46.67,0,0,"3",167.14,27935.7796,0,0,167.14,0,0,27935.78,0,2.18,4.75,0,0,2.18,0,0,4.75,0
"1468","1468","0","1","0","0","0","0","0","0","0",-63.8463809,-33.05062713,"1468",47.72,0,0,"3",168.89,28523.8321,0,0,168.89,0,0,28523.832,0,2.18,4.75,0,0,2.18,0,0,4.75,0
"1469","1469","0","1","0","0","0","0","0","0","0",-63.84631005,-33.05063922,"1469",45.59,0,0,"3",165.88,27516.1744,0,0,165.88,0,0,27516.174,0,2.18,4.75,0,0,2.18,0,0,4.75,0
"1470","1470","0","1","0","0","0","0","0","0","0",-63.8462392,-33.05065132,"1470",43.96,0,0,"3",166.68,27782.2224,0,0,166.68,0,0,27782.222,0,2.17,4.71,0,0,2.17,0,0,4.71,0
"1471","1471","0","1","0","0","0","0","0","0","0",-63.84616834,-33.05066342,"1471",47.74,0,0,"3",169.93,28876.2049,0,0,169.93,0,0,28876.205,0,2.15,4.62,0,0,2.15,0,0,4.62,0
"1472","1472","0","1","0","0","0","0","0","0","0",-63.84609749,-33.05067552,"1472",47.76,0,0,"3",183.31,33602.5561,0,0,183.31,0,0,33602.556,0,2.15,4.62,0,0,2.15,0,0,4.62,0
"1473","1473","0","1","0","0","0","0","0","0","0",-63.84602664,-33.05068762,"1473",45.02,0,0,"3",193.86,37581.6996,0,0,193.86,0,0,37581.7,0,2.15,4.62,0,0,2.15,0,0,4.62,0
"1474","1474","0","1","0","0","0","0","0","0","0",-63.84595579,-33.05069971,"1474",45.43,0,0,"3",191.7,36748.89,0,0,191.7,0,0,36748.89,0,2.15,4.62,0,0,2.15,0,0,4.62,0
"1475","1475","0","1","0","0","0","0","0","0","0",-63.84588494,-33.05071181,"1475",42.18,0,0,"3",191.62,36718.2244,0,0,191.62,0,0,36718.224,0,2.12,4.49,0,0,2.12,0,0,4.49,0
"1476","1476","0","1","0","0","0","0","0","0","0",-63.84581409,-33.05072391,"1476",40.82,0,0,"3",192.97,37237.4209,0,0,192.97,0,0,37237.421,0,2.12,4.49,0,0,2.12,0,0,4.49,0
"1477","1477","0","1","0","0","0","0","0","0","0",-63.84574323,-33.05073601,"1477",39.93,0,0,"3",191.52,36679.9104,0,0,191.52,0,0,36679.91,0,2.12,4.49,0,0,2.12,0,0,4.49,0
"1478","1478","0","1","0","0","0","0","0","0","0",-63.84567238,-33.05074811,"1478",37.77,0,0,"3",193.4,37403.56,0,0,193.4,0,0,37403.56,0,2.12,4.49,0,0,2.12,0,0,4.49,0
"1479","1479","0","1","0","0","0","0","0","0","0",-63.84560153,-33.0507602,"1479",41.09,0,0,"3",196.89,38765.6721,0,0,196.89,0,0,38765.672,0,2.17,4.71,0,0,2.17,0,0,4.71,0
"1480","1480","0","1","0","0","0","0","0","0","0",-63.84553068,-33.0507723,"1480",41.98,0,0,"3",193.55,37461.6025,0,0,193.55,0,0,37461.603,0,2.17,4.71,0,0,2.17,0,0,4.71,0
"1481","1481","0","1","0","0","0","0","0","0","0",-63.84545983,-33.0507844,"1481",43.97,0,0,"3",192.07,36890.8849,0,0,192.07,0,0,36890.885,0,2.17,4.71,0,0,2.17,0,0,4.71,0
"1482","1482","0","1","0","0","0","0","0","0","0",-63.84538897,-33.0507965,"1482",45.92,0,0,"3",191.07,36507.7449,0,0,191.07,0,0,36507.745,0,2.17,4.71,0,0,2.17,0,0,4.71,0
"1483","1483","0","1","0","0","0","0","0","0","0",-63.84531812,-33.05080859,"1483",49.92,0,0,"3",187.92,35313.9264,0,0,187.92,0,0,35313.926,0,2.17,4.71,0,0,2.17,0,0,4.71,0
"1484","1484","0","1","0","0","0","0","0","0","0",-63.84524727,-33.05082069,"1484",52.04,0,0,"3",189.1,35758.81,0,0,189.1,0,0,35758.81,0,2.14,4.58,0,0,2.14,0,0,4.58,0
"1485","1485","0","1","0","0","0","0","0","0","0",-63.84517642,-33.05083279,"1485",53.26,0,0,"3",185.37,34362.0369,0,0,185.37,0,0,34362.037,0,2.14,4.58,0,0,2.14,0,0,4.58,0
"1486","1486","0","1","0","0","0","0","0","0","0",-63.84510557,-33.05084488,"1486",53.6,0,0,"3",181.33,32880.5689,0,0,181.33,0,0,32880.569,0,2.14,4.58,0,0,2.14,0,0,4.58,0
"1487","1487","1","0","0","0","0","0","0","0","0",-63.84503471,-33.05085698,"1487",53.6,0,0,"2",180.33,32518.9089,0,180.33,0,0,32518.909,0,0,2.14,4.58,0,2.14,0,0,4.58,0,0
"1488","1488","1","0","0","0","0","0","0","0","0",-63.84496386,-33.05086908,"1488",56.13,0,0,"2",178.39,31822.9921,0,178.39,0,0,31822.992,0,0,2.2,4.84,0,2.2,0,0,4.84,0,0
"1489","1489","1","0","0","0","0","0","0","0","0",-63.84489301,-33.05088118,"1489",56.23,0,0,"2",180,32400,0,180,0,0,32400,0,0,2.2,4.84,0,2.2,0,0,4.84,0,0
"1490","1490","1","0","0","0","0","0","0","0","0",-63.84482216,-33.05089327,"1490",59.39,0,0,"2",178.02,31691.1204,0,178.02,0,0,31691.12,0,0,2.22,4.93,0,2.22,0,0,4.93,0,0
"1491","1491","1","0","0","0","0","0","0","0","0",-63.84475131,-33.05090537,"1491",54.73,0,0,"2",174.92,30597.0064,0,174.92,0,0,30597.006,0,0,2.22,4.93,0,2.22,0,0,4.93,0,0
"1492","1492","1","0","0","0","0","0","0","0","0",-63.84468045,-33.05091747,"1492",60.67,0,0,"2",170.65,29121.4225,0,170.65,0,0,29121.423,0,0,2.18,4.75,0,2.18,0,0,4.75,0,0
"1493","1493","1","0","0","0","0","0","0","0","0",-63.8446096,-33.05092957,"1493",62.27,0,0,"2",169.64,28777.7296,0,169.64,0,0,28777.73,0,0,2.15,4.62,0,2.15,0,0,4.62,0,0
"1494","1494","1","0","0","0","0","0","0","0","0",-63.84453875,-33.05094166,"1494",66.83,0,0,"2",169.9,28866.01,0,169.9,0,0,28866.01,0,0,2.15,4.62,0,2.15,0,0,4.62,0,0
"1495","1495","1","0","0","0","0","0","0","0","0",-63.8444679,-33.05095376,"1495",61.58,0,0,"2",170.55,29087.3025,0,170.55,0,0,29087.303,0,0,2.15,4.62,0,2.15,0,0,4.62,0,0
"1496","1496","1","0","0","0","0","0","0","0","0",-63.84439705,-33.05096586,"1496",66.28,0,0,"2",169.57,28753.9849,0,169.57,0,0,28753.985,0,0,2.15,4.62,0,2.15,0,0,4.62,0,0
"1497","1497","1","0","0","0","0","0","0","0","0",-63.84432619,-33.05097795,"1497",63.53,0,0,"2",170.32,29008.9024,0,170.32,0,0,29008.902,0,0,2.15,4.62,0,2.15,0,0,4.62,0,0
"1498","1498","1","0","0","0","0","0","0","0","0",-63.84425534,-33.05099005,"1498",63.39,0,0,"2",169.95,28883.0025,0,169.95,0,0,28883.002,0,0,2.15,4.62,0,2.15,0,0,4.62,0,0
"1499","1499","1","0","0","0","0","0","0","0","0",-63.84418449,-33.05100215,"1499",59.89,0,0,"2",172.64,29804.5696,0,172.64,0,0,29804.57,0,0,2.15,4.62,0,2.15,0,0,4.62,0,0
"1500","1500","1","0","0","0","0","0","0","0","0",-63.84411364,-33.05101424,"1500",55.01,0,0,"2",169.05,28577.9025,0,169.05,0,0,28577.903,0,0,2.15,4.62,0,2.15,0,0,4.62,0,0
"1501","1501","1","0","0","0","0","0","0","0","0",-63.84404278,-33.05102634,"1501",61.44,0,0,"2",166.84,27835.5856,0,166.84,0,0,27835.586,0,0,2.13,4.54,0,2.13,0,0,4.54,0,0
"1502","1502","1","0","0","0","0","0","0","0","0",-63.84397193,-33.05103844,"1502",63.36,0,0,"2",165.71,27459.8041,0,165.71,0,0,27459.804,0,0,2.12,4.49,0,2.12,0,0,4.49,0,0
"1503","1503","1","0","0","0","0","0","0","0","0",-63.84390108,-33.05105053,"1503",64.7,0,0,"2",166.1,27589.21,0,166.1,0,0,27589.21,0,0,2.12,4.49,0,2.12,0,0,4.49,0,0
"1504","1504","1","0","0","0","0","0","0","0","0",-63.84383023,-33.05106263,"1504",61.42,0,0,"2",168.28,28318.1584,0,168.28,0,0,28318.158,0,0,2.12,4.49,0,2.12,0,0,4.49,0,0
"1505","1505","1","0","0","0","0","0","0","0","0",-63.84375937,-33.05107473,"1505",69.37,0,0,"2",169.47,28720.0809,0,169.47,0,0,28720.081,0,0,2.11,4.45,0,2.11,0,0,4.45,0,0
"1506","1506","1","0","0","0","0","0","0","0","0",-63.84368852,-33.05108682,"1506",67.41,0,0,"2",168.37,28348.4569,0,168.37,0,0,28348.457,0,0,2.1,4.41,0,2.1,0,0,4.41,0,0
"1507","1507","1","0","0","0","0","0","0","0","0",-63.84361767,-33.05109892,"1507",64.35,0,0,"2",171.93,29559.9249,0,171.93,0,0,29559.925,0,0,2.1,4.41,0,2.1,0,0,4.41,0,0
"1508","1508","1","0","0","0","0","0","0","0","0",-63.84354682,-33.05111102,"1508",64.72,0,0,"2",164.31,26997.7761,0,164.31,0,0,26997.776,0,0,2.1,4.41,0,2.1,0,0,4.41,0,0
"1509","1509","1","0","0","0","0","0","0","0","0",-63.84347596,-33.05112311,"1509",63.5,0,0,"2",165.71,27459.8041,0,165.71,0,0,27459.804,0,0,2.1,4.41,0,2.1,0,0,4.41,0,0
"1510","1510","-1","-1","-1","0","0","0","0","0","0",-63.84340511,-33.05113521,"1510",68.03,0,0,"1",163.93,26873.0449,0,-163.93,-163.93,-163.93,-26873.045,-26873.045,-26873.045,2.1,4.41,0,-2.1,-2.1,-2.1,-4.41,-4.41,-4.41
"1511","1511","-1","-1","-1","0","0","0","0","0","0",-63.84333426,-33.05114731,"1511",69.94,0,0,"1",161.91,26214.8481,0,-161.91,-161.91,-161.91,-26214.848,-26214.848,-26214.848,2.1,4.41,0,-2.1,-2.1,-2.1,-4.41,-4.41,-4.41
"1512","1512","-1","-1","-1","0","0","0","0","0","0",-63.84326341,-33.0511594,"1512",65.8,0,0,"1",154.36,23827.0096,0,-154.36,-154.36,-154.36,-23827.01,-23827.01,-23827.01,2.12,4.49,0,-2.12,-2.12,-2.12,-4.49,-4.49,-4.49
"1513","1513","-1","-1","-1","0","0","0","0","0","0",-63.84319255,-33.0511715,"1513",63.84,0,0,"1",149.56,22368.1936,0,-149.56,-149.56,-149.56,-22368.194,-22368.194,-22368.194,2.13,4.54,0,-2.13,-2.13,-2.13,-4.54,-4.54,-4.54
"1514","1514","-1","-1","-1","0","0","0","0","0","0",-63.8431217,-33.05118359,"1514",64.67,0,0,"1",160.95,25904.9025,0,-160.95,-160.95,-160.95,-25904.903,-25904.903,-25904.903,2.15,4.62,0,-2.15,-2.15,-2.15,-4.62,-4.62,-4.62
"1515","1515","-1","-1","-1","0","0","0","0","0","0",-63.84305085,-33.05119569,"1515",64.21,0,0,"1",159.29,25373.3041,0,-159.29,-159.29,-159.29,-25373.304,-25373.304,-25373.304,2.15,4.62,0,-2.15,-2.15,-2.15,-4.62,-4.62,-4.62
"1516","1516","-1","-1","-1","0","0","0","0","0","0",-63.84298,-33.05120779,"1516",68.72,0,0,"1",170.83,29182.8889,0,-170.83,-170.83,-170.83,-29182.889,-29182.889,-29182.889,2.15,4.62,0,-2.15,-2.15,-2.15,-4.62,-4.62,-4.62
"1517","1517","-1","-1","-1","0","0","0","0","0","0",-63.84290914,-33.05121988,"1517",66.64,0,0,"1",172.18,29645.9524,0,-172.18,-172.18,-172.18,-29645.952,-29645.952,-29645.952,2.15,4.62,0,-2.15,-2.15,-2.15,-4.62,-4.62,-4.62
"1518","1518","-1","-1","-1","0","0","0","0","0","0",-63.84283829,-33.05123198,"1518",70.05,0,0,"1",170.82,29179.4724,0,-170.82,-170.82,-170.82,-29179.472,-29179.472,-29179.472,2.15,4.62,0,-2.15,-2.15,-2.15,-4.62,-4.62,-4.62
"1519","1519","-1","-1","-1","0","0","0","0","0","0",-63.84276744,-33.05124407,"1519",71.44,0,0,"1",169.04,28574.5216,0,-169.04,-169.04,-169.04,-28574.522,-28574.522,-28574.522,2.1,4.41,0,-2.1,-2.1,-2.1,-4.41,-4.41,-4.41
"1520","1520","-1","-1","-1","0","0","0","0","0","0",-63.84269659,-33.05125617,"1520",69.66,0,0,"1",166.36,27675.6496,0,-166.36,-166.36,-166.36,-27675.65,-27675.65,-27675.65,2.1,4.41,0,-2.1,-2.1,-2.1,-4.41,-4.41,-4.41
"1521","1521","-1","-1","-1","0","0","0","0","0","0",-63.84262573,-33.05126827,"1521",69.59,0,0,"1",166.2,27622.44,0,-166.2,-166.2,-166.2,-27622.44,-27622.44,-27622.44,2.1,4.41,0,-2.1,-2.1,-2.1,-4.41,-4.41,-4.41
"1522","1522","-1","-1","-1","0","0","0","0","0","0",-63.84255488,-33.05128036,"1522",72.34,0,0,"1",175.26,30716.0676,0,-175.26,-175.26,-175.26,-30716.068,-30716.068,-30716.068,2.1,4.41,0,-2.1,-2.1,-2.1,-4.41,-4.41,-4.41
"1523","1523","-1","-1","-1","0","0","0","0","0","0",-63.84248403,-33.05129246,"1523",70.71,0,0,"1",166.66,27775.5556,0,-166.66,-166.66,-166.66,-27775.556,-27775.556,-27775.556,2.12,4.49,0,-2.12,-2.12,-2.12,-4.49,-4.49,-4.49
"1524","1524","-1","-1","-1","0","0","0","0","0","0",-63.84241318,-33.05130455,"1524",72.31,0,0,"1",168.61,28429.3321,0,-168.61,-168.61,-168.61,-28429.332,-28429.332,-28429.332,2.12,4.49,0,-2.12,-2.12,-2.12,-4.49,-4.49,-4.49
"1525","1525","-1","-1","-1","0","0","0","0","0","0",-63.84234232,-33.05131665,"1525",71.04,0,0,"1",168.42,28365.2964,0,-168.42,-168.42,-168.42,-28365.296,-28365.296,-28365.296,2.12,4.49,0,-2.12,-2.12,-2.12,-4.49,-4.49,-4.49
"1526","1526","-1","-1","-1","0","0","0","0","0","0",-63.84227147,-33.05132875,"1526",56.12,0,0,"1",170,28900,0,-170,-170,-170,-28900,-28900,-28900,2.12,4.49,0,-2.12,-2.12,-2.12,-4.49,-4.49,-4.49
"1527","1527","-1","-1","-1","0","0","0","0","0","0",-63.84220062,-33.05134084,"1527",63.04,0,0,"1",166.02,27562.6404,0,-166.02,-166.02,-166.02,-27562.64,-27562.64,-27562.64,2.16,4.67,0,-2.16,-2.16,-2.16,-4.67,-4.67,-4.67
"1528","1528","-1","-1","-1","0","0","0","0","0","0",-63.84212976,-33.05135294,"1528",78.02,0,0,"1",167.77,28146.7729,0,-167.77,-167.77,-167.77,-28146.773,-28146.773,-28146.773,2.2,4.84,0,-2.2,-2.2,-2.2,-4.84,-4.84,-4.84
"1529","1529","-1","-1","-1","0","0","0","0","0","0",-63.84205891,-33.05136503,"1529",68.84,0,0,"1",166.35,27672.3225,0,-166.35,-166.35,-166.35,-27672.322,-27672.322,-27672.322,2.2,4.84,0,-2.2,-2.2,-2.2,-4.84,-4.84,-4.84
"1530","1530","-1","-1","-1","0","0","0","0","0","0",-63.84198806,-33.05137713,"1530",70.8,0,0,"1",168.05,28240.8025,0,-168.05,-168.05,-168.05,-28240.803,-28240.803,-28240.803,2.2,4.84,0,-2.2,-2.2,-2.2,-4.84,-4.84,-4.84
"1531","1531","-1","-1","-1","0","0","0","0","0","0",-63.84191721,-33.05138922,"1531",68.5,0,0,"1",172.97,29918.6209,0,-172.97,-172.97,-172.97,-29918.621,-29918.621,-29918.621,2.2,4.84,0,-2.2,-2.2,-2.2,-4.84,-4.84,-4.84
"1532","1532","-1","-1","-1","0","0","0","0","0","0",-63.84184635,-33.05140132,"1532",70.17,0,0,"1",164.85,27175.5225,0,-164.85,-164.85,-164.85,-27175.522,-27175.522,-27175.522,2.18,4.75,0,-2.18,-2.18,-2.18,-4.75,-4.75,-4.75
"1533","1533","0","0","1","0","0","53","0","0","2809",-63.84863377,-33.0501803,"1533",76.65,53,2809,"4",177.58,31534.6564,9411.74,0,0,177.58,0,0,31534.656,2.24,5.02,118.72,0,0,2.24,0,0,5.02
"1534","1534","0","0","1","0","0","53","0","0","2809",-63.84856292,-33.0501924,"1534",73.51,53,2809,"4",180.86,32710.3396,9585.58,0,0,180.86,0,0,32710.34,2.24,5.02,118.72,0,0,2.24,0,0,5.02
"1535","1535","0","0","1","0","0","53","0","0","2809",-63.84849207,-33.0502045,"1535",74.4,53,2809,"4",170.2,28968.04,9020.6,0,0,170.2,0,0,28968.04,2.24,5.02,118.72,0,0,2.24,0,0,5.02
"1536","1536","0","0","1","0","0","53","0","0","2809",-63.84842122,-33.0502166,"1536",74.21,53,2809,"4",174.6,30485.16,9253.8,0,0,174.6,0,0,30485.16,2.21,4.88,117.13,0,0,2.21,0,0,4.88
"1537","1537","0","0","1","0","0","53","0","0","2809",-63.84835037,-33.0502287,"1537",71.01,53,2809,"4",172.25,29670.0625,9129.25,0,0,172.25,0,0,29670.063,2.19,4.8,116.07,0,0,2.19,0,0,4.8
"1538","1538","0","0","1","0","0","53","0","0","2809",-63.84827952,-33.0502408,"1538",68.89,53,2809,"4",176.89,31290.0721,9375.17,0,0,176.89,0,0,31290.072,2.21,4.88,117.13,0,0,2.21,0,0,4.88
"1539","1539","0","0","1","0","0","53","0","0","2809",-63.84820867,-33.0502529,"1539",74.78,53,2809,"4",175.86,30926.7396,9320.58,0,0,175.86,0,0,30926.74,2.21,4.88,117.13,0,0,2.21,0,0,4.88
"1540","1540","0","0","1","0","0","53","0","0","2809",-63.84813782,-33.050265,"1540",68.2,53,2809,"4",176.59,31184.0281,9359.27,0,0,176.59,0,0,31184.028,2.21,4.88,117.13,0,0,2.21,0,0,4.88
"1541","1541","0","0","1","0","0","53","0","0","2809",-63.84806697,-33.05027709,"1541",65.87,53,2809,"4",175.86,30926.7396,9320.58,0,0,175.86,0,0,30926.74,2.21,4.88,117.13,0,0,2.21,0,0,4.88
