fid,primaryindex,ID,TOP3,TOP2,TOP4,NXTOP2,NXTOP3,NXTOP4,N2XTOP2,N2XTOP3,N2XTOP4,LONGITUDE,LATITUDE,YIELD,TOPO,OBS,N,N2,BV,BV2,NXBV,BVXT2,BVXT3,BVXT4,BV2XT2,BV2XT3,BV2XT4
"1324","1324","3876","-1","-1","-1",-75.4,-75.4,-75.4,-5685.16,-5685.16,-5685.16,-63.84193384,-33.0513608,104.21,"1","1324",75.4,5685.16,173.38,30060.624,13072.852,-173.38,-173.38,-173.38,-30060.62,-30060.6,-30060.6
"1325","1325","3877","-1","-1","-1",-75.4,-75.4,-75.4,-5685.16,-5685.16,-5685.16,-63.84186356,-33.05138526,85.05,"1","1325",75.4,5685.16,167.84,28170.266,12655.136,-167.84,-167.84,-167.84,-28170.27,-28170.2,-28170.2
"1326","1326","3888","0","0","1",0,0,99.8,0,0,9960.04,-63.84844018,-33.04902624,88.28,"4","1326",99.8,9960.04,135.48,18354.83,13520.904,0,0,135.48,0,0,18354.83
"1327","1327","3889","0","0","1",0,0,99.8,0,0,9960.04,-63.8483699,-33.0490507,92.03,"4","1327",99.8,9960.04,164.28,26987.918,16395.144,0,0,164.28,0,0,26987.92
"1328","1328","3890","0","0","1",0,0,99.8,0,0,9960.04,-63.84829963,-33.04907517,90.19,"4","1328",99.8,9960.04,91.74,8416.228,9155.652,0,0,91.74,0,0,8416.23
"1329","1329","3891","0","0","1",0,0,99.8,0,0,9960.04,-63.84822936,-33.04909964,82.52,"4","1329",99.8,9960.04,166.24,27635.738,16590.752,0,0,166.24,0,0,27635.74
"1330","1330","3892","0","0","1",0,0,99.8,0,0,9960.04,-63.84815909,-33.04912411,85.22,"4","1330",99.8,9960.04,172.75,29842.563,17240.45,0,0,172.75,0,0,29842.56
"1331","1331","3893","0","0","1",0,0,99.8,0,0,9960.04,-63.84808882,-33.04914858,108.45,"4","1331",99.8,9960.04,174.05,30293.403,17370.19,0,0,174.05,0,0,30293.4
"1332","1332","3894","0","0","1",0,0,99.8,0,0,9960.04,-63.84801855,-33.04917304,100.47,"4","1332",99.8,9960.04,175.02,30632,17466.996,0,0,175.02,0,0,30632
"1333","1333","3895","0","0","1",0,0,99.8,0,0,9960.04,-63.84794828,-33.04919751,87.25,"4","1333",99.8,9960.04,176.35,31099.322,17599.73,0,0,176.35,0,0,31099.32
"1334","1334","3896","0","0","1",0,0,99.8,0,0,9960.04,-63.84787801,-33.04922198,81.54,"4","1334",99.8,9960.04,173.53,30112.661,17318.294,0,0,173.53,0,0,30112.66
"1335","1335","3897","0","0","1",0,0,99.8,0,0,9960.04,-63.84780773,-33.04924645,87.13,"4","1335",99.8,9960.04,172.98,29922.08,17263.404,0,0,172.98,0,0,29922.08
"1336","1336","3898","0","0","1",0,0,99.8,0,0,9960.04,-63.84773746,-33.04927092,75.63,"4","1336",99.8,9960.04,190.5,36290.25,19011.9,0,0,190.5,0,0,36290.25
"1337","1337","3899","0","0","1",0,0,99.8,0,0,9960.04,-63.84766719,-33.04929538,70.17,"4","1337",99.8,9960.04,192.66,37117.876,19227.468,0,0,192.66,0,0,37117.88
"1338","1338","3900","0","0","1",0,0,99.8,0,0,9960.04,-63.84759692,-33.04931985,67.22,"4","1338",99.8,9960.04,183.37,33624.557,18300.326,0,0,183.37,0,0,33624.56
"1339","1339","3901","0","0","1",0,0,99.8,0,0,9960.04,-63.84752665,-33.04934432,59.56,"4","1339",99.8,9960.04,177.15,31382.123,17679.57,0,0,177.15,0,0,31382.12
"1340","1340","3902","0","0","1",0,0,99.8,0,0,9960.04,-63.84745638,-33.04936879,55.12,"4","1340",99.8,9960.04,182.34,33247.876,18197.532,0,0,182.34,0,0,33247.88
"1341","1341","3903","0","0","1",0,0,99.8,0,0,9960.04,-63.8473861,-33.04939325,54.14,"4","1341",99.8,9960.04,181.94,33102.164,18157.612,0,0,181.94,0,0,33102.16
"1342","1342","3904","0","0","1",0,0,99.8,0,0,9960.04,-63.84731583,-33.04941772,54.2,"4","1342",99.8,9960.04,182,33124,18163.6,0,0,182,0,0,33124
"1343","1343","3905","0","0","1",0,0,99.8,0,0,9960.04,-63.84724556,-33.04944219,55.01,"4","1343",99.8,9960.04,183.13,33536.597,18276.374,0,0,183.13,0,0,33536.6
"1344","1344","3906","0","0","1",0,0,99.8,0,0,9960.04,-63.84717529,-33.04946666,57.09,"4","1344",99.8,9960.04,181.33,32880.569,18096.734,0,0,181.33,0,0,32880.57
"1345","1345","3907","0","0","1",0,0,99.8,0,0,9960.04,-63.84710502,-33.04949113,53.46,"4","1345",99.8,9960.04,183.09,33521.948,18272.382,0,0,183.09,0,0,33521.95
"1346","1346","3908","0","0","1",0,0,99.8,0,0,9960.04,-63.84703475,-33.04951559,55.56,"4","1346",99.8,9960.04,179.8,32328.04,17944.04,0,0,179.8,0,0,32328.04
"1347","1347","3909","0","0","1",0,0,99.8,0,0,9960.04,-63.84696447,-33.04954006,57.49,"4","1347",99.8,9960.04,177.57,31531.105,17721.486,0,0,177.57,0,0,31531.11
"1348","1348","3910","0","0","1",0,0,99.8,0,0,9960.04,-63.8468942,-33.04956453,57.73,"4","1348",99.8,9960.04,172.8,29859.84,17245.44,0,0,172.8,0,0,29859.84
"1349","1349","3911","0","0","1",0,0,99.8,0,0,9960.04,-63.84682393,-33.04958899,54.37,"4","1349",99.8,9960.04,172.02,29590.88,17167.596,0,0,172.02,0,0,29590.88
"1350","1350","3912","0","0","1",0,0,99.8,0,0,9960.04,-63.84675366,-33.04961346,46.58,"4","1350",99.8,9960.04,174.71,30523.584,17436.058,0,0,174.71,0,0,30523.58
"1351","1351","3913","0","0","1",0,0,99.8,0,0,9960.04,-63.84668339,-33.04963793,52.2,"4","1351",99.8,9960.04,175.02,30632,17466.996,0,0,175.02,0,0,30632
"1352","1352","3914","1","0","0",0,99.8,0,0,9960.04,0,-63.84661311,-33.0496624,54.69,"3","1352",99.8,9960.04,175.77,30895.093,17541.846,0,175.77,0,0,30895.09,0
"1353","1353","3915","1","0","0",0,99.8,0,0,9960.04,0,-63.84654284,-33.04968686,53.88,"3","1353",99.8,9960.04,173.97,30265.561,17362.206,0,173.97,0,0,30265.56,0
"1354","1354","3916","1","0","0",0,99.8,0,0,9960.04,0,-63.84647257,-33.04971133,54.45,"3","1354",99.8,9960.04,177.96,31669.762,17760.408,0,177.96,0,0,31669.76,0
"1355","1355","3917","1","0","0",0,99.8,0,0,9960.04,0,-63.8464023,-33.0497358,52.27,"3","1355",99.8,9960.04,167.26,27975.908,16692.548,0,167.26,0,0,27975.91,0
"1356","1356","3918","1","0","0",0,99.8,0,0,9960.04,0,-63.84633202,-33.04976027,51.3,"3","1356",99.8,9960.04,167.98,28217.28,16764.404,0,167.98,0,0,28217.28,0
"1357","1357","3919","1","0","0",0,99.8,0,0,9960.04,0,-63.84626175,-33.04978473,48.53,"3","1357",99.8,9960.04,169.34,28676.036,16900.132,0,169.34,0,0,28676.04,0
"1358","1358","3920","1","0","0",0,99.8,0,0,9960.04,0,-63.84619148,-33.0498092,49.91,"3","1358",99.8,9960.04,172.84,29873.666,17249.432,0,172.84,0,0,29873.67,0
"1359","1359","3921","1","0","0",0,99.8,0,0,9960.04,0,-63.84612121,-33.04983367,48.11,"3","1359",99.8,9960.04,174.76,30541.058,17441.048,0,174.76,0,0,30541.06,0
"1360","1360","3922","1","0","0",0,99.8,0,0,9960.04,0,-63.84605093,-33.04985813,44.9,"3","1360",99.8,9960.04,180.05,32418.003,17968.99,0,180.05,0,0,32418,0
"1361","1361","3923","1","0","0",0,99.8,0,0,9960.04,0,-63.84598066,-33.0498826,37.03,"3","1361",99.8,9960.04,188.19,35415.476,18781.362,0,188.19,0,0,35415.48,0
"1362","1362","3924","1","0","0",0,99.8,0,0,9960.04,0,-63.84591039,-33.04990707,46.39,"3","1362",99.8,9960.04,190.62,36335.984,19023.876,0,190.62,0,0,36335.98,0
"1363","1363","3925","1","0","0",0,99.8,0,0,9960.04,0,-63.84584012,-33.04993153,45.83,"3","1363",99.8,9960.04,190.4,36252.16,19001.92,0,190.4,0,0,36252.16,0
"1364","1364","3926","1","0","0",0,99.8,0,0,9960.04,0,-63.84576984,-33.049956,42.02,"3","1364",99.8,9960.04,202.11,40848.452,20170.578,0,202.11,0,0,40848.45,0
"1365","1365","3927","1","0","0",0,99.8,0,0,9960.04,0,-63.84569957,-33.04998047,41.27,"3","1365",99.8,9960.04,196.18,38486.592,19578.764,0,196.18,0,0,38486.59,0
"1366","1366","3928","1","0","0",0,99.8,0,0,9960.04,0,-63.8456293,-33.05000493,32.05,"3","1366",99.8,9960.04,204.97,42012.701,20456.006,0,204.97,0,0,42012.7,0
"1367","1367","3929","1","0","0",0,99.8,0,0,9960.04,0,-63.84555903,-33.0500294,37.95,"3","1367",99.8,9960.04,201.67,40670.789,20126.666,0,201.67,0,0,40670.79,0
"1368","1368","3930","1","0","0",0,99.8,0,0,9960.04,0,-63.84548875,-33.05005387,45.72,"3","1368",99.8,9960.04,192.64,37110.17,19225.472,0,192.64,0,0,37110.17,0
"1369","1369","3931","1","0","0",0,99.8,0,0,9960.04,0,-63.84541848,-33.05007833,44.73,"3","1369",99.8,9960.04,190.11,36141.812,18972.978,0,190.11,0,0,36141.81,0
"1370","1370","3932","1","0","0",0,99.8,0,0,9960.04,0,-63.84534821,-33.0501028,53.32,"3","1370",99.8,9960.04,178.41,31830.128,17805.318,0,178.41,0,0,31830.13,0
"1371","1371","3933","1","0","0",0,99.8,0,0,9960.04,0,-63.84527793,-33.05012727,56.4,"3","1371",99.8,9960.04,176.54,31166.372,17618.692,0,176.54,0,0,31166.37,0
"1372","1372","3934","1","0","0",0,99.8,0,0,9960.04,0,-63.84520766,-33.05015173,59.14,"3","1372",99.8,9960.04,184.48,34032.87,18411.104,0,184.48,0,0,34032.87,0
"1373","1373","3935","1","0","0",0,99.8,0,0,9960.04,0,-63.84513739,-33.0501762,56.05,"3","1373",99.8,9960.04,183.48,33664.91,18311.304,0,183.48,0,0,33664.91,0
"1374","1374","3936","1","0","0",0,99.8,0,0,9960.04,0,-63.84506712,-33.05020067,55.94,"3","1374",99.8,9960.04,182.05,33142.203,18168.59,0,182.05,0,0,33142.2,0
"1375","1375","3937","1","0","0",0,99.8,0,0,9960.04,0,-63.84499684,-33.05022513,60.4,"3","1375",99.8,9960.04,184.32,33973.862,18395.136,0,184.32,0,0,33973.86,0
"1376","1376","3938","1","0","0",0,99.8,0,0,9960.04,0,-63.84492657,-33.0502496,60.58,"3","1376",99.8,9960.04,186.42,34752.416,18604.716,0,186.42,0,0,34752.42,0
"1377","1377","3939","1","0","0",0,99.8,0,0,9960.04,0,-63.8448563,-33.05027407,63.73,"3","1377",99.8,9960.04,180.68,32645.262,18031.864,0,180.68,0,0,32645.26,0
"1378","1378","3940","0","1","0",99.8,0,0,9960.04,0,0,-63.84478602,-33.05029853,64.01,"2","1378",99.8,9960.04,177.69,31573.736,17733.462,177.69,0,0,31573.74,0,0
"1379","1379","3941","0","1","0",99.8,0,0,9960.04,0,0,-63.84471575,-33.050323,62.6,"2","1379",99.8,9960.04,175.35,30747.622,17499.93,175.35,0,0,30747.62,0,0
"1380","1380","3942","0","1","0",99.8,0,0,9960.04,0,0,-63.84464548,-33.05034746,66.63,"2","1380",99.8,9960.04,171.59,29443.128,17124.682,171.59,0,0,29443.13,0,0
"1381","1381","3943","0","1","0",99.8,0,0,9960.04,0,0,-63.8445752,-33.05037193,65.65,"2","1381",99.8,9960.04,177.05,31346.703,17669.59,177.05,0,0,31346.7,0,0
"1382","1382","3944","0","1","0",99.8,0,0,9960.04,0,0,-63.84450493,-33.0503964,76.56,"2","1382",99.8,9960.04,173.59,30133.488,17324.282,173.59,0,0,30133.49,0,0
"1383","1383","3945","0","1","0",99.8,0,0,9960.04,0,0,-63.84443466,-33.05042086,88.49,"2","1383",99.8,9960.04,170.13,28944.217,16978.974,170.13,0,0,28944.22,0,0
"1384","1384","3946","0","1","0",99.8,0,0,9960.04,0,0,-63.84436438,-33.05044533,98.1,"2","1384",99.8,9960.04,173.25,30015.563,17290.35,173.25,0,0,30015.56,0,0
"1385","1385","3947","0","1","0",99.8,0,0,9960.04,0,0,-63.84429411,-33.05046979,104.1,"2","1385",99.8,9960.04,171.74,29494.628,17139.652,171.74,0,0,29494.63,0,0
"1386","1386","3948","0","1","0",99.8,0,0,9960.04,0,0,-63.84422384,-33.05049426,98.81,"2","1386",99.8,9960.04,171.22,29316.288,17087.756,171.22,0,0,29316.29,0,0
"1387","1387","3949","0","1","0",99.8,0,0,9960.04,0,0,-63.84415356,-33.05051873,92.18,"2","1387",99.8,9960.04,168.71,28463.064,16837.258,168.71,0,0,28463.06,0,0
"1388","1388","3950","0","1","0",99.8,0,0,9960.04,0,0,-63.84408329,-33.05054319,106.88,"2","1388",99.8,9960.04,171.41,29381.388,17106.718,171.41,0,0,29381.39,0,0
"1389","1389","3951","0","1","0",99.8,0,0,9960.04,0,0,-63.84401302,-33.05056766,111.74,"2","1389",99.8,9960.04,175.66,30856.436,17530.868,175.66,0,0,30856.44,0,0
"1390","1390","3952","0","1","0",99.8,0,0,9960.04,0,0,-63.84394274,-33.05059212,95.77,"2","1390",99.8,9960.04,167.74,28136.708,16740.452,167.74,0,0,28136.71,0,0
"1391","1391","3953","0","1","0",99.8,0,0,9960.04,0,0,-63.84387247,-33.05061659,109,"2","1391",99.8,9960.04,166.75,27805.563,16641.65,166.75,0,0,27805.56,0,0
"1392","1392","3954","0","1","0",99.8,0,0,9960.04,0,0,-63.8438022,-33.05064106,111.82,"2","1392",99.8,9960.04,166.2,27622.44,16586.76,166.2,0,0,27622.44,0,0
"1393","1393","3955","0","1","0",99.8,0,0,9960.04,0,0,-63.84373192,-33.05066552,105.31,"2","1393",99.8,9960.04,164.43,27037.225,16410.114,164.43,0,0,27037.22,0,0
"1394","1394","3956","0","1","0",99.8,0,0,9960.04,0,0,-63.84366165,-33.05068999,111.75,"2","1394",99.8,9960.04,165.28,27317.478,16494.944,165.28,0,0,27317.48,0,0
"1395","1395","3957","0","1","0",99.8,0,0,9960.04,0,0,-63.84359137,-33.05071445,109.75,"2","1395",99.8,9960.04,166.65,27772.223,16631.67,166.65,0,0,27772.22,0,0
"1396","1396","3958","0","1","0",99.8,0,0,9960.04,0,0,-63.8435211,-33.05073892,90.45,"2","1396",99.8,9960.04,169.94,28879.604,16960.012,169.94,0,0,28879.6,0,0
"1397","1397","3959","0","1","0",99.8,0,0,9960.04,0,0,-63.84345083,-33.05076338,101.1,"2","1397",99.8,9960.04,167.46,28042.852,16712.508,167.46,0,0,28042.85,0,0
"1398","1398","3960","0","1","0",99.8,0,0,9960.04,0,0,-63.84338055,-33.05078785,100.12,"2","1398",99.8,9960.04,165.34,27337.316,16500.932,165.34,0,0,27337.32,0,0
"1399","1399","3961","0","1","0",99.8,0,0,9960.04,0,0,-63.84331028,-33.05081231,98.88,"2","1399",99.8,9960.04,161.76,26166.298,16143.648,161.76,0,0,26166.3,0,0
"1400","1400","3962","-1","-1","-1",-99.8,-99.8,-99.8,-9960.04,-9960.04,-9960.04,-63.84324,-33.05083678,114.94,"1","1400",99.8,9960.04,166.27,27645.713,16593.746,-166.27,-166.27,-166.27,-27645.71,-27645.7,-27645.7
"1401","1401","3963","-1","-1","-1",-99.8,-99.8,-99.8,-9960.04,-9960.04,-9960.04,-63.84316973,-33.05086124,117.9,"1","1401",99.8,9960.04,162.17,26299.109,16184.566,-162.17,-162.17,-162.17,-26299.11,-26299.1,-26299.1
"1402","1402","3964","-1","-1","-1",-99.8,-99.8,-99.8,-9960.04,-9960.04,-9960.04,-63.84309946,-33.05088571,101.08,"1","1402",99.8,9960.04,170.71,29141.904,17036.858,-170.71,-170.71,-170.71,-29141.9,-29141.9,-29141.9
"1403","1403","3965","-1","-1","-1",-99.8,-99.8,-99.8,-9960.04,-9960.04,-9960.04,-63.84302918,-33.05091018,99.45,"1","1403",99.8,9960.04,173.31,30036.356,17296.338,-173.31,-173.31,-173.31,-30036.36,-30036.3,-30036.3
"1404","1404","3966","-1","-1","-1",-99.8,-99.8,-99.8,-9960.04,-9960.04,-9960.04,-63.84295891,-33.05093464,112.94,"1","1404",99.8,9960.04,172.52,29763.15,17217.496,-172.52,-172.52,-172.52,-29763.15,-29763.1,-29763.1
"1405","1405","3967","-1","-1","-1",-99.8,-99.8,-99.8,-9960.04,-9960.04,-9960.04,-63.84288863,-33.05095911,96.17,"1","1405",99.8,9960.04,169.24,28642.178,16890.152,-169.24,-169.24,-169.24,-28642.18,-28642.1,-28642.1
"1406","1406","3968","-1","-1","-1",-99.8,-99.8,-99.8,-9960.04,-9960.04,-9960.04,-63.84281836,-33.05098357,87.43,"1","1406",99.8,9960.04,163.91,26866.488,16358.218,-163.91,-163.91,-163.91,-26866.49,-26866.4,-26866.4
"1407","1407","3969","-1","-1","-1",-99.8,-99.8,-99.8,-9960.04,-9960.04,-9960.04,-63.84274808,-33.05100804,96.22,"1","1407",99.8,9960.04,161.3,26017.69,16097.74,-161.3,-161.3,-161.3,-26017.69,-26017.6,-26017.6
"1408","1408","3970","-1","-1","-1",-99.8,-99.8,-99.8,-9960.04,-9960.04,-9960.04,-63.84267781,-33.0510325,99.57,"1","1408",99.8,9960.04,147.9,21874.41,14760.42,-147.9,-147.9,-147.9,-21874.41,-21874.4,-21874.4
"1409","1409","3971","-1","-1","-1",-99.8,-99.8,-99.8,-9960.04,-9960.04,-9960.04,-63.84260754,-33.05105697,92.6,"1","1409",99.8,9960.04,161.18,25978.992,16085.764,-161.18,-161.18,-161.18,-25978.99,-25978.9,-25978.9
"1410","1410","3972","-1","-1","-1",-99.8,-99.8,-99.8,-9960.04,-9960.04,-9960.04,-63.84253726,-33.05108143,106.21,"1","1410",99.8,9960.04,167.98,28217.28,16764.404,-167.98,-167.98,-167.98,-28217.28,-28217.2,-28217.2
"1411","1411","3973","-1","-1","-1",-99.8,-99.8,-99.8,-9960.04,-9960.04,-9960.04,-63.84246699,-33.0511059,96.59,"1","1411",99.8,9960.04,161.97,26234.281,16164.606,-161.97,-161.97,-161.97,-26234.28,-26234.2,-26234.2
"1412","1412","3974","-1","-1","-1",-99.8,-99.8,-99.8,-9960.04,-9960.04,-9960.04,-63.84239671,-33.05113036,101.5,"1","1412",99.8,9960.04,164.92,27198.606,16459.016,-164.92,-164.92,-164.92,-27198.61,-27198.6,-27198.6
"1413","1413","3975","-1","-1","-1",-99.8,-99.8,-99.8,-9960.04,-9960.04,-9960.04,-63.84232644,-33.05115483,104.61,"1","1413",99.8,9960.04,164.83,27168.929,16450.034,-164.83,-164.83,-164.83,-27168.93,-27168.9,-27168.9
"1414","1414","3976","-1","-1","-1",-99.8,-99.8,-99.8,-9960.04,-9960.04,-9960.04,-63.84225616,-33.05117929,95.04,"1","1414",99.8,9960.04,167.81,28160.196,16747.438,-167.81,-167.81,-167.81,-28160.2,-28160.2,-28160.2
"1415","1415","3977","-1","-1","-1",-99.8,-99.8,-99.8,-9960.04,-9960.04,-9960.04,-63.84218589,-33.05120376,94.09,"1","1415",99.8,9960.04,166.32,27662.342,16598.736,-166.32,-166.32,-166.32,-27662.34,-27662.3,-27662.3
"1416","1416","3978","-1","-1","-1",-99.8,-99.8,-99.8,-9960.04,-9960.04,-9960.04,-63.84211561,-33.05122822,97.84,"1","1416",99.8,9960.04,162.45,26390.002,16212.51,-162.45,-162.45,-162.45,-26390,-26390,-26390
"1417","1417","3979","-1","-1","-1",-99.8,-99.8,-99.8,-9960.04,-9960.04,-9960.04,-63.84204534,-33.05125268,99.71,"1","1417",99.8,9960.04,164.46,27047.092,16413.108,-164.46,-164.46,-164.46,-27047.09,-27047,-27047
"1418","1418","3980","-1","-1","-1",-99.8,-99.8,-99.8,-9960.04,-9960.04,-9960.04,-63.84197506,-33.05127715,93.91,"1","1418",99.8,9960.04,160.47,25750.621,16014.906,-160.47,-160.47,-160.47,-25750.62,-25750.6,-25750.6
"1419","1419","3981","-1","-1","-1",-99.8,-99.8,-99.8,-9960.04,-9960.04,-9960.04,-63.84190479,-33.05130161,107.01,"1","1419",99.8,9960.04,170.19,28964.636,16984.962,-170.19,-170.19,-170.19,-28964.64,-28964.6,-28964.6
"1420","1420","3982","-1","-1","-1",-99.8,-99.8,-99.8,-9960.04,-9960.04,-9960.04,-63.84183451,-33.05132608,95.88,"1","1420",99.8,9960.04,166.56,27742.234,16622.688,-166.56,-166.56,-166.56,-27742.23,-27742.2,-27742.2
"1421","1421","3992","0","0","1",0,0,0,0,0,0,-63.84848139,-33.04894259,84.49,"4","1421",0,0,135.47,18352.121,0,0,0,135.47,0,0,18352.12
"1422","1422","3993","0","0","1",0,0,0,0,0,0,-63.84841112,-33.04896705,90.1,"4","1422",0,0,168.05,28240.803,0,0,0,168.05,0,0,28240.8
"1423","1423","3994","0","0","1",0,0,0,0,0,0,-63.84834085,-33.04899152,96.03,"4","1423",0,0,115.67,13379.549,0,0,0,115.67,0,0,13379.55
"1424","1424","3995","0","0","1",0,0,0,0,0,0,-63.84827058,-33.04901599,90.31,"4","1424",0,0,143.48,20586.51,0,0,0,143.48,0,0,20586.51
"1425","1425","3996","0","0","1",0,0,0,0,0,0,-63.84820031,-33.04904046,87.22,"4","1425",0,0,172.07,29608.085,0,0,0,172.07,0,0,29608.08
"1426","1426","3997","0","0","1",0,0,0,0,0,0,-63.84813004,-33.04906493,87.65,"4","1426",0,0,174.32,30387.462,0,0,0,174.32,0,0,30387.46
"1427","1427","3998","0","0","1",0,0,0,0,0,0,-63.84805977,-33.0490894,97.89,"4","1427",0,0,168.79,28490.064,0,0,0,168.79,0,0,28490.06
"1428","1428","3999","0","0","1",0,0,0,0,0,0,-63.84798949,-33.04911386,94.07,"4","1428",0,0,169.93,28876.205,0,0,0,169.93,0,0,28876.21
"1429","1429","4000","0","0","1",0,0,0,0,0,0,-63.84791922,-33.04913833,91.21,"4","1429",0,0,168.58,28419.216,0,0,0,168.58,0,0,28419.22
"1430","1430","4001","0","0","1",0,0,0,0,0,0,-63.84784895,-33.0491628,88.8,"4","1430",0,0,171.69,29477.456,0,0,0,171.69,0,0,29477.46
"1431","1431","4002","0","0","1",0,0,0,0,0,0,-63.84777868,-33.04918727,78.53,"4","1431",0,0,179.33,32159.249,0,0,0,179.33,0,0,32159.25
"1432","1432","4003","0","0","1",0,0,0,0,0,0,-63.84770841,-33.04921174,66.36,"4","1432",0,0,178.22,31762.368,0,0,0,178.22,0,0,31762.37
"1433","1433","4004","0","0","1",0,0,0,0,0,0,-63.84763814,-33.0492362,57.65,"4","1433",0,0,181.06,32782.724,0,0,0,181.06,0,0,32782.72
"1434","1434","4005","0","0","1",0,0,0,0,0,0,-63.84756787,-33.04926067,53.22,"4","1434",0,0,184.85,34169.522,0,0,0,184.85,0,0,34169.52
"1435","1435","4006","0","0","1",0,0,0,0,0,0,-63.84749759,-33.04928514,48.18,"4","1435",0,0,192.72,37140.998,0,0,0,192.72,0,0,37141
"1436","1436","4007","0","0","1",0,0,0,0,0,0,-63.84742732,-33.04930961,50.84,"4","1436",0,0,196.98,38801.12,0,0,0,196.98,0,0,38801.12
"1437","1437","4008","0","0","1",0,0,0,0,0,0,-63.84735705,-33.04933407,46.54,"4","1437",0,0,184.84,34165.826,0,0,0,184.84,0,0,34165.83
"1438","1438","4009","0","0","1",0,0,0,0,0,0,-63.84728678,-33.04935854,49.77,"4","1438",0,0,179.08,32069.646,0,0,0,179.08,0,0,32069.65
"1439","1439","4010","0","0","1",0,0,0,0,0,0,-63.84721651,-33.04938301,48.3,"4","1439",0,0,182.59,33339.108,0,0,0,182.59,0,0,33339.11
"1440","1440","4011","0","0","1",0,0,0,0,0,0,-63.84714624,-33.04940748,49.06,"4","1440",0,0,182.45,33288.002,0,0,0,182.45,0,0,33288
"1441","1441","4012","0","0","1",0,0,0,0,0,0,-63.84707596,-33.04943194,51.44,"4","1441",0,0,178.73,31944.413,0,0,0,178.73,0,0,31944.41
"1442","1442","4013","0","0","1",0,0,0,0,0,0,-63.84700569,-33.04945641,49.52,"4","1442",0,0,175.84,30919.706,0,0,0,175.84,0,0,30919.71
"1443","1443","4014","0","0","1",0,0,0,0,0,0,-63.84693542,-33.04948088,49.64,"4","1443",0,0,175.43,30775.685,0,0,0,175.43,0,0,30775.69
"1444","1444","4015","0","0","1",0,0,0,0,0,0,-63.84686515,-33.04950535,52.09,"4","1444",0,0,175.27,30719.573,0,0,0,175.27,0,0,30719.57
"1445","1445","4016","0","0","1",0,0,0,0,0,0,-63.84679488,-33.04952981,49.15,"4","1445",0,0,177.35,31453.022,0,0,0,177.35,0,0,31453.02
"1446","1446","4017","0","0","1",0,0,0,0,0,0,-63.8467246,-33.04955428,36.09,"4","1446",0,0,181.43,32916.845,0,0,0,181.43,0,0,32916.85
"1447","1447","4018","1","0","0",0,0,0,0,0,0,-63.84665433,-33.04957875,39.12,"3","1447",0,0,172.67,29814.929,0,0,172.67,0,0,29814.93,0
"1448","1448","4019","1","0","0",0,0,0,0,0,0,-63.84658406,-33.04960322,44.34,"3","1448",0,0,174.17,30335.189,0,0,174.17,0,0,30335.19,0
"1449","1449","4020","1","0","0",0,0,0,0,0,0,-63.84651379,-33.04962768,48.67,"3","1449",0,0,172.28,29680.398,0,0,172.28,0,0,29680.4,0
"1450","1450","4021","1","0","0",0,0,0,0,0,0,-63.84644352,-33.04965215,42.83,"3","1450",0,0,175.59,30831.848,0,0,175.59,0,0,30831.85,0
"1451","1451","4022","1","0","0",0,0,0,0,0,0,-63.84637324,-33.04967662,47.65,"3","1451",0,0,165.36,27343.93,0,0,165.36,0,0,27343.93,0
"1452","1452","4023","1","0","0",0,0,0,0,0,0,-63.84630297,-33.04970108,37.82,"3","1452",0,0,170.48,29063.43,0,0,170.48,0,0,29063.43,0
"1453","1453","4024","1","0","0",0,0,0,0,0,0,-63.8462327,-33.04972555,31.38,"3","1453",0,0,171.74,29494.628,0,0,171.74,0,0,29494.63,0
"1454","1454","4025","1","0","0",0,0,0,0,0,0,-63.84616243,-33.04975002,40.01,"3","1454",0,0,178.25,31773.063,0,0,178.25,0,0,31773.06,0
"1455","1455","4026","1","0","0",0,0,0,0,0,0,-63.84609215,-33.04977449,44.01,"3","1455",0,0,179.76,32313.658,0,0,179.76,0,0,32313.66,0
"1456","1456","4027","1","0","0",0,0,0,0,0,0,-63.84602188,-33.04979895,32,"3","1456",0,0,192.89,37206.552,0,0,192.89,0,0,37206.55,0
"1457","1457","4028","1","0","0",0,0,0,0,0,0,-63.84595161,-33.04982342,21.54,"3","1457",0,0,192.42,37025.456,0,0,192.42,0,0,37025.46,0
"1458","1458","4029","1","0","0",0,0,0,0,0,0,-63.84588134,-33.04984789,20.31,"3","1458",0,0,194.82,37954.832,0,0,194.82,0,0,37954.83,0
"1459","1459","4030","1","0","0",0,0,0,0,0,0,-63.84581106,-33.04987235,32.02,"3","1459",0,0,200.17,40068.029,0,0,200.17,0,0,40068.03,0
"1460","1460","4031","1","0","0",0,0,0,0,0,0,-63.84574079,-33.04989682,33.08,"3","1460",0,0,200.97,40388.941,0,0,200.97,0,0,40388.94,0
"1461","1461","4032","1","0","0",0,0,0,0,0,0,-63.84567052,-33.04992129,23.75,"3","1461",0,0,203.39,41367.492,0,0,203.39,0,0,41367.49,0
"1462","1462","4033","1","0","0",0,0,0,0,0,0,-63.84560025,-33.04994575,23.23,"3","1462",0,0,204.99,42020.9,0,0,204.99,0,0,42020.9,0
"1463","1463","4034","1","0","0",0,0,0,0,0,0,-63.84552997,-33.04997022,32.08,"3","1463",0,0,202.35,40945.522,0,0,202.35,0,0,40945.52,0
